user_id,R,K,logN
54,0.6683333333333336,0.44861809045226125,0.8585752033249323
55,0.43333333333333335,0.5552763819095478,0.9629510141805759
56,0.5316666666666667,0.5734924623115578,0.8388614205668168
57,0.5166666666666669,0.38065326633165825,0.8473827951369914
60,0.4904761904761906,0.4020100502512563,0.6204983906653826
61,0.6600000000000003,0.32788944723618085,0.8591319028667014
62,0.7000000000000002,0.2569095477386935,0.8310336173896402
63,1.0,0.8241206030150754,0.8529980215186526
64,0.37777777777777793,0.3316582914572864,0.9169906235200878
65,0.741666666666667,0.5699748743718593,0.8251825471916409
66,0.7933333333333337,0.5275125628140704,0.7956188833063598
67,0.45000000000000023,0.16771356783919597,0.6040629015985999
69,0.4633333333333335,0.41344221105527634,0.8089983909266152
70,0.3921568627450982,0.47413538279633466,0.8366032640781407
71,0.5700000000000001,0.5236180904522613,0.8847207875806395
72,0.6604166666666668,0.6761934673366833,0.8774089230504738
73,0.6533333333333335,0.6844221105527638,0.8396093333784863
76,0.5466666666666669,0.4793969849246231,0.8999937935576197
77,0.6800000000000003,0.4193467336683418,0.8259436248548784
78,0.5633333333333335,0.4806532663316583,0.9323147332600401
79,0.5583333333333333,0.4233668341708543,0.8118855579846329
81,0.6116666666666668,0.5109296482412061,0.8511733687816936
82,0.56,0.6576633165829145,0.8629168315021651
83,0.5000000000000002,0.3793969849246231,0.9012730829662501
84,0.6933333333333336,0.47236180904522607,0.7691516467119552
85,0.4520833333333333,0.3866206030150754,0.8518978221820322
86,0.43666666666666687,0.46130653266331667,0.767740607782477
87,0.7666666666666666,0.2814070351758794,0.8022436978475207
88,0.6266666666666667,0.3600502512562815,0.9020465065882319
91,0.6083333333333336,0.4947236180904523,0.8623422235682285
93,0.5777777777777781,0.45058626465661633,0.7527138855360685
94,0.7,0.45477386934673364,0.8278163917713108
95,0.5916666666666669,0.49811557788944716,0.8508719408250658
96,0.8,0.6105527638190955,0.7978512352644769
97,0.43666666666666687,0.41281407035175877,0.802369549123146
98,0.5166666666666668,0.5258793969849246,0.8812327733387944
100,0.5650000000000001,0.5037688442211056,0.8319303762843452
101,0.6500000000000002,0.4998743718592963,0.8163973758425588
102,0.7333333333333334,0.2696817420435511,0.7541301427166859
104,0.466666666666667,0.4246231155778894,0.8171672149631647
105,0.696666666666667,0.4741206030150753,0.7828792582957431
106,0.3416666666666669,0.5056532663316582,0.761668345547498
107,0.5916666666666668,0.6021356783919596,0.8368053972126587
108,0.6600000000000001,0.6021356783919598,0.8169546924377092
110,0.5333333333333335,0.4137353433835846,0.6565891931629947
111,0.7333333333333334,0.5012562814070352,0.9017141506269722
112,0.6416666666666669,0.517713567839196,0.8156132436483112
113,0.6600000000000004,0.2660804020100503,0.7687541714585187
114,0.7500000000000001,0.6608040201005024,0.877961545570769
115,0.35000000000000026,0.5741206030150753,0.720359911878501
116,0.3333333333333335,0.5603015075376885,0.8268646278428382
117,0.527450980392157,0.5130062075081288,0.696874893383212
118,0.5733333333333335,0.7668341708542714,0.8235098530377014
119,0.8083333333333332,0.545540201005025,0.9244420229534032
120,0.6816666666666669,0.42713567839195987,0.6981259994958355
121,0.5650000000000001,0.5608040201005025,0.7862740941549365
122,0.5111111111111112,0.7202680067001674,0.8814150451393732
123,0.5616666666666668,0.5451005025125627,0.7729675757006051
124,0.6583333333333337,0.4548994974874372,0.8812818929363335
125,0.5116666666666668,0.41218592964824124,0.8563921755560828
126,0.46333333333333326,0.38266331658291464,0.8845774122256425
127,0.665,0.6246231155778895,0.8831190014488218
128,0.8812500000000003,0.6623743718592965,0.8593295656940955
129,0.5754385964912282,0.5517058979106056,0.8085079117041066
131,0.6183333333333334,0.3727386934673367,0.8697950371530062
132,0.6333333333333333,0.44723618090452266,0.8311759708310072
133,0.5616666666666668,0.5364321608040201,0.8539783911134421
134,0.6333333333333335,0.7336683417085427,0.8538050478385424
135,0.6937500000000002,0.5804020100502513,0.8197221242245898
136,0.7733333333333337,0.4353015075376884,0.8932445920419694
137,0.6111111111111112,0.4715242881072027,0.8819331946347838
138,0.5050000000000002,0.4977386934673366,0.8466286475867802
139,0.9111111111111113,0.5661641541038526,0.8409413330333834
141,0.5333333333333335,0.32328308207705186,0.7436469340450848
142,0.5900000000000001,0.5464824120603016,0.8724446455353215
143,0.6515151515151515,0.4577432617633622,0.8475881290512134
144,0.7111111111111114,0.661641541038526,0.8454849210321842
145,0.6703703703703705,0.3890284757118928,0.7985819674928224
146,0.7100000000000002,0.45728643216080406,0.9151537150051372
147,0.4666666666666669,0.5969849246231156,0.8258153629347268
148,0.4916666666666667,0.7160804020100502,0.8403509576501031
149,0.9060606060606062,0.3414801279122887,0.888577876230845
150,0.5333333333333337,0.5678391959798995,0.6947364065429998
151,0.6444444444444447,0.561139028475712,0.7698898815558216
152,0.6116666666666669,0.4290201005025126,0.8443535750912659
153,0.4833333333333335,0.5216080402010049,0.8806269963773051
154,0.30000000000000004,0.64321608040201,0.9162522583105245
155,0.4666666666666668,0.390284757118928,0.8787287743967416
158,0.20000000000000004,0.5896147403685092,0.8393380035144742
159,0.5666666666666667,0.46733668341708545,0.834063705753253
160,0.5683333333333336,0.34949748743718584,0.8723920393453806
161,0.6966666666666668,0.6026381909547739,0.8143459075110251
162,0.5166666666666667,0.4066582914572864,0.8724153697238848
163,0.4937500000000002,0.5332914572864322,0.7681678332767246
164,0.5650000000000002,0.43052763819095474,0.8720571649574946
165,0.5416666666666667,0.3670854271356784,0.8296099611941068
166,0.6016666666666668,0.48605527638190954,0.8062126927276673
167,0.4833333333333334,0.685929648241206,0.9429101822470812
168,0.526666666666667,0.403894472361809,0.864745911891103
169,0.48333333333333356,0.6608040201005025,0.8980730479679582
170,0.7250000000000003,0.5231155778894472,0.8664783426779279
171,0.48000000000000015,0.4144472361809045,0.8892948821152448
172,0.5616666666666669,0.5389447236180905,0.7480842244808754
173,0.28333333333333344,0.36055276381909546,0.8410448071011964
174,0.5566666666666669,0.411180904522613,0.8214018108018211
175,0.6333333333333334,0.414321608040201,0.8528368167930577
176,0.6333333333333335,0.3366834170854271,0.88508443586119
177,0.676666666666667,0.5459798994974874,0.7674616852823812
178,0.6833333333333336,0.642713567839196,0.9396751154951433
179,0.525,0.5025125628140704,0.8374839972872927
181,0.33333333333333326,0.4346733668341709,0.8573275139477646
182,0.5476190476190478,0.583632447954056,0.7698668397951717
183,0.3916666666666669,0.6010050251256283,0.8753304129205437
185,0.5066666666666668,0.5214824120603015,0.7181811024338074
186,0.4816666666666669,0.7194723618090453,0.807356914249214
187,0.6066666666666668,0.5278894472361808,0.8740816441818217
188,0.7850000000000004,0.39045226130653266,0.7845412113969751
189,0.45500000000000007,0.3447236180904523,0.8699957530528899
190,0.6600000000000003,0.39384422110552764,0.8213468570564235
191,0.4916666666666668,0.46947236180904517,0.8823745089853368
192,0.6950000000000002,0.22977386934673366,0.8831288482300336
193,0.4900000000000003,0.6080402010050252,0.8218842078277776
194,0.6083333333333334,0.7342964824120602,0.5608341755001377
195,0.7366666666666668,0.29296482412060304,0.8649255379999625
196,0.7000000000000002,0.32286432160804024,0.847573804313296
198,0.7555555555555555,0.5644891122278056,0.8920450694451927
199,0.5750000000000003,0.5149497487437185,0.7840181065906797
200,0.6102564102564105,0.5805952841128721,0.6735230816811156
201,0.7216666666666669,0.4851758793969849,0.8442569755645438
202,0.26666666666666683,0.507537688442211,0.9638688654401576
203,0.66,0.5572864321608041,0.888779045273085
204,0.6333333333333335,0.4773869346733668,0.3959705194844433
205,0.5857142857142857,0.576453697056712,0.8567943125867206
206,0.656666666666667,0.500251256281407,0.8825296866756945
208,0.546666666666667,0.478391959798995,0.7978298890198421
209,0.48166666666666674,0.28341708542713573,0.8335183638415513
210,0.6100000000000002,0.4766331658291457,0.7408905499299224
211,0.5933333333333334,0.4949748743718592,0.8222416923051614
212,0.5083333333333335,0.3527638190954773,0.7984365453837222
213,0.7333333333333336,0.4924623115577889,0.7423005078276734
214,0.4816666666666668,0.3898241206030151,0.8047721816470874
215,0.5900000000000002,0.4724874371859295,0.7992168579191558
216,0.36666666666666686,0.6407035175879398,0.8641750762703632
218,0.5,0.47738693467336685,0.7739650893866811
219,0.6666666666666667,0.5053840631730079,0.904971057342001
220,0.888888888888889,0.5008375209380235,0.9447321872848026
221,0.5866666666666667,0.5471105527638189,0.9107628702496451
222,0.7500000000000002,0.31721105527638194,0.7690796862343279
223,0.6999999999999998,0.46356783919597994,0.8803342985059753
224,0.41000000000000014,0.74535175879397,0.8080540073771196
225,0.5666666666666668,0.5829145728643216,0.8131137511164442
226,0.61,0.47625628140703513,0.802319502928194
227,0.7666666666666668,0.8065326633165829,0.6324649775525348
229,0.7000000000000002,0.12688442211055276,0.8700254569290461
230,0.6200000000000002,0.5331658291457286,0.8324289538510644
231,0.6500000000000002,0.4309045226130654,0.9323080191052666
232,0.6033333333333333,0.6256281407035176,0.8272185083837668
233,0.6366666666666667,0.6116834170854271,0.8298592679790598
234,0.43000000000000027,0.38178391959798996,0.8834770272496002
235,0.37272727272727285,0.6863864778437643,0.7654478861638196
236,0.43333333333333335,0.09798994974874371,0.8031238321452736
237,0.5866666666666669,0.5125628140703518,0.810796831385398
238,0.4833333333333334,0.38454773869346737,0.757495974440409
239,0.5816666666666667,0.2535175879396985,0.8189034067410293
240,0.6333333333333335,0.3542713567839196,0.9006036134610649
242,0.6133333333333335,0.4677135678391958,0.8164538739844239
243,0.34545454545454546,0.6194609410689813,0.7539077132704285
244,0.4633333333333334,0.32010050251256283,0.9447844232839447
245,0.5116666666666668,0.5135678391959799,0.7656887412428174
246,0.6550000000000004,0.2621859296482413,0.7701345896946411
247,0.48571428571428593,0.4213926776740847,0.7929397015165601
248,0.75,0.5087939698492463,0.8311165752861382
249,0.5150000000000001,0.457537688442211,0.8447406477377047
250,0.646666666666667,0.46155778894472377,0.8363766893359147
252,0.5716666666666669,0.5384422110552763,0.8078218907961832
253,0.6250000000000002,0.5244974874371859,0.885025249077704
254,0.666666666666667,0.9170854271356784,0.8288483567685518
255,0.5333333333333335,0.6800670016750417,0.9094443542841
256,0.6208333333333336,0.44692211055276376,0.8978116997988175
257,0.5883333333333333,0.3687185929648241,0.8605874656711066
258,0.565,0.30552763819095474,0.8497376400944537
259,0.6666666666666667,0.4170854271356784,0.9538348006671434
260,0.40833333333333355,0.538316582914573,0.8113178207299809
261,0.6666666666666667,0.40954773869346733,0.9002294225757743
262,0.8000000000000002,0.6716917922948072,0.9164841073938473
263,0.5466666666666667,0.5273869346733667,0.8171132366706161
264,0.6833333333333332,0.3957286432160804,0.9384925868578167
265,0.5111111111111112,0.812395309882747,0.7848805100611175
266,0.4636363636363637,0.5294655093650069,0.6523526591188307
268,0.6700000000000003,0.3479899497487437,0.8719866284028864
269,0.615,0.46658291457286427,0.8320405738885887
270,0.8583333333333336,0.5006281407035176,0.8988983004563869
271,0.7095238095238096,0.36288585786073224,0.8880252584067766
272,0.62,0.624246231155779,0.8137877420995002
274,0.6000000000000002,0.7504187604690117,0.5984424994939248
275,0.3883333333333333,0.6170854271356784,0.8683435126826915
276,0.6533333333333335,0.5993718592964824,0.7841535790486271
277,0.46666666666666656,0.06030150753768845,0.9520905907675868
278,0.6233333333333335,0.5736180904522613,0.8821626303257848
279,0.5166666666666667,0.5967336683417085,0.8553630515142432
280,0.6666666666666669,0.26701690269529466,0.7991864976740053
281,0.48000000000000026,0.5203517587939699,0.7661995717464943
282,0.43333333333333346,0.44459798994974864,0.7881042599157188
283,0.6166666666666669,0.6047738693467337,0.8017870610958558
285,0.2666666666666668,0.5644891122278057,0.8572975115997407
286,0.6050000000000002,0.5169597989949748,0.8235326673627762
287,0.7476190476190477,0.756640344580043,0.9101734114037543
288,0.48500000000000015,0.44937185929648243,0.776303484133334
289,0.6238095238095239,0.6062455132806892,0.8265807455788831
290,0.4983333333333335,0.3638190954773869,0.7394568227070788
291,0.6383333333333334,0.42625628140703514,0.7985224500283016
292,0.6016666666666666,0.37876884422110557,0.8326082633957423
293,0.7350000000000001,0.6283919597989951,0.8743578562626079
296,0.44833333333333353,0.36469849246231145,0.827366533597884
297,0.6900000000000002,0.48530150753768836,0.8717517405312918
298,0.5549019607843139,0.5873485072420928,0.8472455319335451
299,0.6333333333333333,0.6482412060301508,0.9629510141805759
301,0.5619047619047621,0.7290021536252692,0.8256384300420231
302,0.4666666666666667,0.5897343862167982,0.8933107405607504
303,0.8333333333333335,0.5100502512562815,0.5178218260427345
304,0.5533333333333335,0.664824120603015,0.8222054012679166
305,0.6333333333333335,0.5376884422110553,0.5599949229102106
307,0.766666666666667,0.4522613065326633,0.9376493024914248
308,0.7333333333333336,0.22110552763819094,0.8590695853113793
309,0.675,0.6143216080402011,0.9357828630755761
310,0.7254901960784315,0.30328111143955067,0.7891129464671002
311,0.48000000000000015,0.8623115577889449,0.8648111268764301
312,0.6616666666666668,0.5790201005025125,0.8507338217028844
313,0.5333333333333334,0.6105527638190955,0.6283537609898349
315,0.48166666666666674,0.4864321608040201,0.7785159469674615
316,0.6050000000000001,0.6036432160804022,0.8247269940252366
317,0.6833333333333332,0.4836683417085427,0.7739048725115466
319,0.7111111111111111,0.26130653266331655,0.9255872810783079
320,0.6694444444444446,0.4811557788944723,0.9073302273849254
321,0.5566666666666669,0.5659547738693467,0.7143596781062187
322,0.5766666666666668,0.5120603015075378,0.8539331173423614
324,0.29666666666666675,0.5076633165829145,0.8325818189031452
325,0.5333333333333334,0.42713567839195976,0.8250472484316523
326,0.6333333333333335,0.5678391959798995,0.8155572039513871
327,0.7000000000000003,0.6212311557788944,0.8880291600132025
328,0.8000000000000002,0.3203517587939699,0.7725495641466816
329,0.4316666666666668,0.3203517587939699,0.8693525610394378
330,0.6766666666666669,0.6555276381909548,0.8317315078588102
331,0.9000000000000001,0.6658291457286432,0.980588477108409
332,0.6000000000000005,0.3065326633165829,0.8973389486243744
333,0.6800000000000002,0.55,0.7715958359627041
334,0.6216666666666667,0.521356783919598,0.8412859524222558
335,0.6000000000000002,0.3986599664991625,0.7738991184722964
336,0.5666666666666668,0.571608040201005,0.8013068369974018
337,0.5200000000000002,0.543718592964824,0.7749184291763188
338,0.5666666666666668,0.5751256281407034,0.8386030166017114
339,0.5555555555555558,0.36683417085427134,0.8055030728768564
340,0.5240740740740742,0.6527079843662758,0.834592850395033
341,0.5733333333333335,0.6050251256281407,0.8354953164314354
342,0.53,0.37110552763819094,0.7970750272994241
343,0.5272727272727276,0.5082229328460484,0.8884813147383634
344,0.561904761904762,0.7997128499641063,0.908296619735785
345,0.6283333333333332,0.7786432160804022,0.8899458614833107
346,0.6266666666666669,0.5665829145728642,0.8966343382010835
347,0.5833333333333335,0.36344221105527635,0.7790830027152004
349,0.5883333333333336,0.4305276381909547,0.81716915584789
350,0.7999999999999999,0.5494137353433836,0.8409517210131637
351,0.6192982456140352,0.615842369743454,0.8053020318792413
352,0.7433333333333336,0.4772613065326632,0.7985242734823383
353,0.51,0.469221105527638,0.8706256317126003
354,0.6683333333333332,0.474748743718593,0.8522436406482674
355,1.0,0.6859296482412061,0.7662105156491819
356,0.8000000000000002,0.7018425460636516,0.7922958091222848
357,0.5583333333333336,0.46074120603015073,0.7810901907532423
359,0.7466666666666667,0.5587939698492461,0.8194684047863472
360,0.5650000000000003,0.5087939698492463,0.8583239039186488
361,0.5937500000000002,0.6521670854271358,0.7897693669349181
363,0.4222222222222222,0.35175879396984927,0.9339333193180307
366,0.5666666666666667,0.3944723618090452,0.6620243021811963
367,0.6783333333333333,0.46118090452261307,0.9554424738448309
368,0.7000000000000002,0.4723618090452261,0.8555291336364556
369,0.7363636363636364,0.40749200548195524,0.6665097408663173
370,0.45166666666666677,0.620854271356784,0.746742228962473
371,0.5249999999999999,0.5175879396984925,0.9362983707768956
372,0.6791666666666669,0.3366834170854271,0.8488444831777815
373,0.4250000000000001,0.6638190954773868,0.6865095898783473
374,0.5466666666666666,0.5928391959798993,0.756662200561748
375,0.4200000000000001,0.39309045226130657,0.7496950351077406
376,0.6545454545454547,0.4333028780264961,0.835045905701033
377,0.4529411764705883,0.3390481820869051,0.8282678580906705
378,0.7266666666666668,0.4027638190954773,0.8738016207882939
379,0.6050000000000001,0.5479899497487437,0.925489332552514
380,0.5937500000000001,0.47189070351758794,0.8214460900349669
381,0.8606060606060609,0.6071265417999087,0.8080663239651656
382,0.5466666666666666,0.5979899497487436,0.8684947415617141
383,0.6500000000000004,0.485929648241206,0.8410808250184083
384,0.5433333333333337,0.4809045226130654,0.8587358514531948
385,0.6416666666666668,0.4737437185929648,0.8681213189655939
386,0.655,0.8048994974874374,0.9046491591104804
387,0.5616666666666666,0.4345477386934672,0.8636920017301779
388,0.3866666666666668,0.46532663316582906,0.724957201478565
389,0.46666666666666695,0.5439698492462312,0.7199416538729362
390,0.912820512820513,0.6250483185156551,0.862951346158761
391,0.6450000000000001,0.5155778894472363,0.8408371726970243
392,0.3666666666666667,0.39949748743718594,0.9159593510234694
393,0.5583333333333333,0.2876884422110553,0.9457410684868844
395,0.5566666666666669,0.6957286432160805,0.818394260754504
396,0.5212121212121215,0.3912745545911375,0.8082503013113953
397,0.8883333333333334,0.4780150753768845,0.8534501754421523
398,0.5766666666666669,0.5716080402010051,0.7980224010368013
399,0.3666666666666668,0.36243718592964824,0.8077808372954307
400,0.4687500000000003,0.5486809045226131,0.8568908955318661
401,0.4939393939393941,0.43695751484696216,0.7774020186481331
402,0.6616666666666667,0.5149497487437187,0.8684768322141961
403,0.55,0.46306532663316596,0.8617787755785402
404,0.8000000000000003,0.5226130653266332,0.821088577094265
405,0.5033333333333336,0.5251256281407036,0.8496732571418344
406,0.5666666666666667,0.4371859296482412,0.8447522847589589
407,0.5483333333333336,0.5545226130653267,0.746257072234785
408,0.5666666666666669,0.38316582914572866,0.8550657639469003
409,0.6466666666666668,0.49221105527638187,0.9005586729116282
411,0.7600000000000003,0.534924623115578,0.8585856852281493
412,0.5133333333333334,0.5521356783919599,0.8094012462993894
413,0.6960784313725492,0.5130062075081288,0.7238791396027988
415,0.6393939393939395,0.5548195523069895,0.7286511340719799
416,0.475,0.3919597989949749,0.8690655479362521
418,0.6857142857142857,0.6331658291457286,0.737549330197781
419,0.6366666666666666,0.6494974874371859,0.8825017014414541
420,0.6000000000000003,0.40515075376884424,0.7933797282794715
421,0.6316666666666666,0.4706030150753768,0.8483886793543991
422,0.7666666666666666,0.864321608040201,0.906300573806035
423,0.6533333333333335,0.6384422110552765,0.796057384238581
424,0.5733333333333335,0.4060301507537688,0.8448892975120506
426,0.4566666666666667,0.42801507537688444,0.7458357828231162
427,0.7550000000000001,0.56356783919598,0.8738512786351056
428,0.8,0.6884422110552763,0.8977078473072992
429,0.7666666666666668,0.7512562814070352,0.9261929040462261
430,0.5883333333333335,0.672110552763819,0.8548658680890584
431,0.6900000000000002,0.443969849246231,0.9028046894787733
432,0.5850000000000002,0.5654522613065326,0.886603436892815
433,0.4383333333333336,0.5624371859296483,0.8182859722744666
434,0.5966666666666668,0.4881909547738693,0.8423367690226528
437,0.9111111111111113,0.6197654941373534,0.8593247729008153
438,0.8333333333333335,0.728643216080402,0.7974266416496087
439,0.16666666666666674,0.5100502512562815,0.6121037934220391
440,0.5733333333333335,0.4157035175879396,0.7650336621558245
441,0.41333333333333344,0.44208542713567844,0.8457071991353533
443,0.4833333333333332,0.5489949748743719,0.7841685972141214
444,0.801666666666667,0.3556532663316582,0.8889183975102559
446,0.46666666666666684,0.42713567839195976,0.8555694100423805
448,0.5500000000000002,0.3844221105527638,0.8712936362099418
449,0.7722222222222225,0.6210217755443886,0.8403798489025984
450,0.8333333333333337,0.5339195979899498,0.7413870222397867
451,0.47666666666666685,0.5566582914572864,0.7980717956580924
452,0.6000000000000001,0.4723618090452262,0.9104353107003201
453,0.5818181818181819,0.31132937414344447,0.813336916436566
454,0.7,0.47989949748743715,0.9528895250973254
455,0.5683333333333336,0.5071608040201004,0.8971916602033059
457,0.6000000000000001,0.5544388609715242,0.853428708757018
458,0.6166666666666668,0.7248743718592966,0.8959085327547035
460,0.7777777777777778,0.6365159128978224,0.9119446316317387
461,0.5216666666666666,0.23216080402010048,0.8783193505958768
462,0.5316666666666667,0.40213567839195985,0.8236916816641372
463,0.6983333333333336,0.5383165829145728,0.9027655296207131
464,0.5083333333333333,0.4692211055276382,0.7351070930777652
465,0.37777777777777793,0.4639865996649916,0.7550793631278564
466,0.5650000000000001,0.6067839195979898,0.915843073743669
467,0.5016666666666669,0.5293969849246232,0.8892349390950025
468,0.5916666666666668,0.629711055276382,0.7132546362237246
469,0.6683333333333332,0.5689698492462313,0.8717275511962296
470,0.9166666666666669,0.3103015075376884,0.8109891517707348
472,0.6533333333333333,0.6733668341708542,0.8528536411419928
473,0.6703703703703705,0.46705750977107763,0.8210940213871551
474,0.5148148148148148,0.6467057509771076,0.8450305966211114
475,0.9666666666666668,0.7311557788944724,0.9164077525679367
476,0.36944444444444446,0.44535175879396993,0.8675515146542653
477,0.5333333333333333,0.49120603015075376,0.8826503779392086
479,0.6941176470588236,0.367868755542418,0.908042421021954
480,0.7333333333333334,0.7135678391959799,0.6999219562182585
481,0.5566666666666669,0.26821608040201006,0.8735173371230929
482,0.4833333333333334,0.562185929648241,0.7872729231224771
483,0.466666666666667,0.40201005025125625,0.7754580384827292
484,0.6250000000000001,0.609673366834171,0.8015596511518014
486,0.8030303030303032,0.45728643216080395,0.8802531321974256
487,0.7966666666666669,0.3665829145728643,0.8435935589325585
488,0.6316666666666667,0.46293969849246225,0.754550439088305
489,0.6516666666666667,0.5881909547738694,0.8324294743294527
490,0.7333333333333334,0.8668341708542713,0.8366915853848675
492,0.5666666666666667,0.5966080402010051,0.8482830211542431
493,0.6083333333333334,0.41373534338358464,0.7732257144822664
494,0.6250000000000001,0.5854271356783919,0.8313110873217264
496,0.5000000000000002,0.6370603015075378,0.8430321346900568
497,0.6000000000000002,0.7255025125628141,0.9428025266143923
498,0.6016666666666668,0.46608040201005013,0.775168417895469
500,0.541666666666667,0.6818467336683417,0.8435013648862333
